Suit of Card 1,Suit of Card 2,Suit of Card 3,Suit of Card 4,Suit of Card 5,Rank of Card 1,Rank of Card 2,Rank of Card 3,Rank of Card 4,Rank of Card 5,Poker Hand,Unique Ranks,Unique Suits,Hand Strength,Max Rank Frequency,Fold,Check,Call,Raise,All-In
0,0,0,0,0,7,6,2,3,7,1,4,3,5,2,0.0401191528840409,0.1129688237241187,0.3244753961884427,0.320795187988671,0.2016414392147266
1,0,0,0,0,3,3,3,8,11,3,3,4,3,3,0.2106357580320067,0.5651933758324323,0.051213407854386,0.145699877697485,0.0272575805836899
1,0,0,0,0,9,9,12,3,13,1,4,3,1,2,0.1737502990150023,0.5943399921305222,0.0831563060437747,0.1109592238033305,0.0377941790073701
1,0,0,0,0,13,3,7,3,4,1,4,3,1,2,0.1997195949151176,0.5792672235269083,0.0658833145790169,0.1256350920433169,0.0294947749356402
0,0,1,0,1,3,9,8,6,11,4,5,3,0,1,0.1940417060837053,0.6037210811745072,0.0414756647722381,0.1471448348975708,0.0136167130719785
1,1,0,0,0,5,13,8,2,13,1,4,3,1,2,0.2302807633690342,0.5795949832670741,0.0601824014389754,0.1207896867784315,0.0091521651464845
0,1,0,1,0,9,8,5,7,13,0,5,3,0,1,0.2502207885737862,0.5336163162952714,0.0524118903881842,0.1301393696839502,0.0336116350588078
0,0,0,0,0,10,13,13,3,11,1,4,2,5,2,0.0731163789261939,0.1322710326528261,0.2704984824824334,0.370566042707157,0.1535480632313894
0,0,1,0,0,11,11,11,13,13,6,2,3,6,3,0.0692110453260569,0.1123387006959479,0.308207134886361,0.3105245601005078,0.1997185589911262
1,0,0,0,0,3,5,12,8,6,4,5,3,0,1,0.1912392674348847,0.5277797285203939,0.0814622751349255,0.1697306504847746,0.0297880784250211
0,1,0,0,1,13,5,7,10,5,1,4,3,1,2,0.2286234919097933,0.5601299294119004,0.0544196299235079,0.1244785841424181,0.0323483646123801
0,0,0,0,0,2,4,8,13,8,1,4,3,5,2,0.0456081959079002,0.1200627396933,0.304201973482581,0.3421089314179005,0.1880181594983181
0,0,0,0,0,9,11,9,10,13,1,4,3,5,2,0.0698851502313661,0.0982005171301842,0.3290587094916781,0.416951992905184,0.0859036302415874
1,0,1,0,0,7,6,7,5,6,3,3,3,2,2,0.2457774331117565,0.5537127799841874,0.0467798942914379,0.1100043145277313,0.0437255780848867
0,0,0,0,0,7,8,2,10,10,1,4,2,5,2,0.046382947407385,0.1005735462698843,0.315239076911104,0.3791297211981014,0.1586747082135252
0,0,1,0,0,3,9,8,7,9,1,4,3,1,2,0.2218688439955787,0.5903747576401182,0.057473899469649,0.1098173854118145,0.0204651134828396
0,0,0,0,0,8,11,4,9,8,1,4,3,5,2,0.0503378814051998,0.1068059645202983,0.3333560453472716,0.4218940104170589,0.0876060983101712
0,0,0,0,0,7,8,10,2,5,0,5,2,5,1,0.0502749815522865,0.1093548965581551,0.2841683661825694,0.452410846201202,0.1037909095057868
1,1,0,0,0,8,11,7,10,8,1,4,3,1,2,0.1863104961933529,0.6156646328920923,0.0463392557621456,0.1261618763680408,0.0255237387843682
0,1,1,1,1,12,7,7,4,13,1,4,2,1,2,0.176587377581549,0.5796148762489053,0.0653207624615026,0.1592937983054807,0.0191831854025623
0,0,1,0,1,13,4,5,4,4,3,3,4,3,3,0.2105415795637148,0.5700306546632933,0.0852869820265718,0.1232613981735769,0.0108793855728432
1,0,0,1,0,2,7,6,9,2,1,4,3,1,2,0.1828521341043959,0.5468528591434153,0.077306876463036,0.1568665733698544,0.0361215569192981
1,0,0,0,0,9,4,8,5,6,4,5,4,0,1,0.2028466803389654,0.5888482347804823,0.0771595048679034,0.1053523582055237,0.0257932218071249
0,0,0,0,0,2,2,4,8,2,2,3,3,5,3,0.0547778028983597,0.1228814163021058,0.2426287317149935,0.3530872857476906,0.2266247633368503
1,0,0,1,0,13,5,7,3,7,1,4,3,1,2,0.1748386670158095,0.5866850262304202,0.0827758089948889,0.119248910394676,0.0364515873642053
0,0,1,0,0,11,11,6,10,9,1,4,4,1,2,0.2358544147922608,0.5461109727388822,0.0530250791498153,0.1427635327047498,0.0222460006142917
0,0,0,0,0,3,6,4,4,7,1,4,2,5,2,0.0605015889703636,0.0902260772187404,0.2539297195102123,0.4681777363815914,0.1271648779190922
0,0,0,0,1,8,9,4,2,9,1,4,3,1,2,0.2007612239707921,0.5583695379241619,0.0773259258344561,0.1397549883461631,0.0237883239244266
0,1,0,0,1,8,6,3,6,2,1,4,3,1,2,0.2415261324450529,0.6052918200993528,0.0512211967747129,0.0849587507182279,0.0170020999626533
0,0,0,1,0,5,6,10,7,10,1,4,4,1,2,0.2220282198477706,0.5836546296242803,0.0635264204738618,0.0992608140327978,0.0315299160212895
0,0,0,1,0,12,2,11,10,11,1,4,3,1,2,0.1938306746817946,0.581338790919511,0.0600045280062164,0.1495019329312619,0.0153240734612159
0,0,0,0,0,10,5,11,12,4,4,5,3,5,1,0.0500407364038496,0.0834024207163274,0.3040902099328067,0.461488943489853,0.1009776894571631
0,0,0,0,0,8,4,4,4,6,2,3,2,5,3,0.0622176193453575,0.1150436438849742,0.3424958704436166,0.3901013332723338,0.0901415330537176
0,0,1,0,0,5,10,6,10,6,3,3,3,2,2,0.1838647422006828,0.5456075176402367,0.0785024467026929,0.1553178159037331,0.0367074775526543
0,1,0,1,1,6,10,11,5,7,0,5,2,0,1,0.2375723869302942,0.5521294804302525,0.0668666220373713,0.1157047210909375,0.0277267895111443
1,0,0,0,0,3,13,4,9,2,0,5,4,0,1,0.2457063880773343,0.5561255683940116,0.0579213533482564,0.0990696842865363,0.0411770058938612
0,0,0,1,0,3,4,10,4,3,2,3,4,2,2,0.2175872263577145,0.5446970385179853,0.0658328761425608,0.1423159220550136,0.0295669369267256
0,0,0,0,0,9,9,10,8,6,1,4,3,5,2,0.0562382578416531,0.0974534846795166,0.2608245168818826,0.4148609743507375,0.1706227662462102
0,1,0,0,1,12,3,10,7,7,1,4,3,1,2,0.2152363445268592,0.5763447396823033,0.0930868893975723,0.0999871089460213,0.0153449174472438
1,0,1,0,1,3,10,3,7,3,2,3,3,3,3,0.2118043125583006,0.596275623376485,0.0499304060773628,0.1222518640263498,0.0197377939615016
0,0,0,0,0,13,6,7,3,12,0,5,3,5,1,0.0416321236432032,0.1311264910194821,0.2388597216499439,0.3677292512797474,0.2206524124076233
1,1,0,1,0,13,4,3,2,11,4,5,2,0,1,0.1772063318054908,0.5974984129396236,0.0517580780622735,0.1422719331638299,0.0312652440287821
0,0,0,0,0,3,3,5,2,5,3,3,3,5,2,0.0661850059464458,0.1163641362873596,0.251338328021914,0.3693021131408443,0.1968104166034361
0,0,1,0,0,4,12,12,5,7,1,4,3,1,2,0.2303581258431212,0.5341203426825818,0.0526323883997197,0.1457039186242038,0.0371852244503735
0,0,0,0,0,8,8,6,7,12,1,4,3,5,2,0.0406554491851564,0.0969720228014481,0.3044006370429701,0.4213172999800689,0.1366545909903564
0,0,0,1,1,9,7,13,6,3,4,5,3,0,1,0.2125770373928939,0.5936510302935144,0.0610205634951474,0.0995514721809037,0.0331998966375404
0,1,1,0,1,11,10,11,6,2,1,4,3,1,2,0.2257979644400226,0.6167428446768388,0.0416603772052745,0.0974349127818789,0.0183639008959852
0,0,1,1,0,13,5,11,12,6,0,5,3,0,1,0.2099834159411023,0.5931080758949945,0.0625442977531704,0.0919138897866009,0.0424503206241319
1,0,1,0,0,10,3,9,12,9,1,4,3,1,2,0.195432391204725,0.5944799706205305,0.0668333484437652,0.1047588328540939,0.0384954568768853
0,0,0,1,1,2,11,6,5,6,1,4,3,1,2,0.211723177959768,0.583175337487331,0.0485661042659183,0.1257802941248784,0.0307550861621042
0,0,0,0,0,3,2,7,7,11,1,4,2,5,2,0.0481150194315821,0.0987638302718014,0.2542502925324667,0.4077509290905154,0.1911199286736342
0,0,0,0,0,11,4,12,3,2,4,5,2,5,1,0.0667559775767568,0.0968869878038648,0.2789599347115761,0.3657492122065845,0.1916478877012177
1,0,1,0,0,11,11,4,2,12,1,4,2,1,2,0.2233086684133972,0.550123372860107,0.0704874532373895,0.1400526212240579,0.0160278842650482
0,0,0,1,0,6,11,9,13,3,4,5,4,0,1,0.1836690727414323,0.5797408390654876,0.067178765682792,0.144302447366721,0.0251088751435669
0,0,0,0,1,13,13,2,4,6,1,4,4,1,2,0.1929641315032996,0.5721372205081352,0.0658671500135653,0.1339272492740653,0.0351042487009345
0,0,0,0,0,7,5,5,12,6,1,4,2,5,2,0.0789503002141838,0.1364731659222457,0.2928656856652595,0.4013599240977183,0.0903509241005927
1,0,0,0,1,13,2,9,7,6,0,5,3,0,1,0.2083249734510796,0.6141832700316172,0.0463465926733259,0.0988723353317824,0.0322728285121946
0,0,1,0,0,7,3,12,2,6,4,5,4,0,1,0.2083650442787344,0.5878923220745897,0.0694861681174177,0.1118859879867645,0.0223704775424936
0,0,0,0,0,8,7,6,8,13,1,4,3,5,2,0.0627507340552587,0.1125728530159819,0.2552014185566546,0.4407993740391417,0.1286756203329629
0,1,0,0,0,9,10,6,2,7,0,5,4,0,1,0.2264280943286398,0.5396000970185311,0.0811398920737837,0.1162003216520356,0.0366315949270098
0,0,0,0,1,7,5,9,6,3,0,5,3,0,1,0.1850814349523168,0.6652767384798919,0.0491324255541061,0.0898821364350373,0.0106272645786477
0,0,0,0,0,11,13,9,2,5,0,5,3,5,1,0.0554500244267205,0.1556957632605849,0.3321535472183475,0.3436826463949176,0.1130180186994294
0,0,0,0,0,13,4,8,10,10,1,4,3,5,2,0.0527910049689863,0.121297029427572,0.2422731064633279,0.3992845793466941,0.1843542797934195
1,0,0,0,1,3,10,11,2,13,4,5,3,0,1,0.2422094727721751,0.5618985211369699,0.0607174040331442,0.1243923135055996,0.010782288552111
1,0,0,1,0,7,4,4,8,13,1,4,3,1,2,0.221556300411141,0.5596977888296096,0.0555812423527692,0.1489525995618767,0.0142120688446034
1,0,0,0,1,7,6,2,8,4,4,5,3,0,1,0.2338945495476097,0.5402253573312552,0.083698460967237,0.1144973584115956,0.0276842737423024
0,0,1,0,1,11,4,3,6,7,4,5,3,0,1,0.2290343099542417,0.5919780260829018,0.067799785429101,0.0945873848601596,0.0166004936735957
1,0,0,0,1,4,4,13,7,9,1,4,3,1,2,0.1892789855041105,0.6226739513501625,0.0841306384448962,0.0920344056037984,0.0118820190970322
0,0,0,0,1,3,13,11,6,5,0,5,3,0,1,0.1843369198815326,0.6191369250909504,0.0633695226096038,0.107138980049515,0.026017652368398
0,0,1,0,1,2,3,8,4,5,4,5,3,0,1,0.2401871588347607,0.5700465132155613,0.077102077630023,0.0829189684022009,0.0297452819174539
0,1,1,0,0,13,4,5,7,12,4,5,3,0,1,0.1868123269699093,0.6382842779941299,0.0424680301792023,0.0943164645857746,0.0381189002709837
0,0,0,0,0,12,12,7,5,2,1,4,3,5,2,0.0574696591248049,0.1357984523404205,0.3260321660420631,0.3710066382404126,0.1096930842522988
0,0,0,1,1,9,4,9,3,12,1,4,2,1,2,0.186171614151145,0.6279753592785842,0.0490057982151192,0.1264848977230865,0.010362330632065
0,0,1,0,0,11,7,10,9,4,4,5,3,0,1,0.2135017684555343,0.5690516951046285,0.0678156379769947,0.1278740426700794,0.0217568557927631
0,0,1,1,0,11,13,12,6,5,4,5,3,0,1,0.2194108728108932,0.5832111861905932,0.0555255255891012,0.1191600605746566,0.0226923548347556
0,1,0,0,0,3,8,7,11,13,0,5,4,0,1,0.2131416575687594,0.6100219506529303,0.052927506392637,0.1015160832750845,0.0223928021105886
0,1,0,0,1,2,4,8,6,5,0,5,3,0,1,0.2248968443995332,0.5854546998812964,0.0636743096469394,0.1000061356727285,0.0259680103995024
1,1,1,0,0,8,7,13,5,12,4,5,3,0,1,0.1798979597534604,0.5845872477755755,0.0731982340781847,0.1268641074110993,0.03545245098168
1,0,1,0,0,8,7,9,7,6,1,4,3,1,2,0.1564107938889051,0.5850279371752355,0.071209943126484,0.1500888753180589,0.0372624504913164
0,0,0,0,1,13,13,3,4,6,1,4,4,1,2,0.1882464584303939,0.590990598150408,0.0773315063105961,0.1257371519942442,0.0176942851143576
1,0,1,0,0,7,6,4,9,12,4,5,3,0,1,0.2314866686892482,0.5473876937721617,0.0774817665284128,0.1169629068283734,0.0266809641818037
0,0,1,0,1,6,9,13,3,8,4,5,3,0,1,0.1920680720714767,0.5484203813737777,0.0474712549449444,0.1686059161415003,0.0434343754683008
0,0,1,0,0,3,7,9,12,3,1,4,4,1,2,0.2032656272126349,0.6244535582452755,0.0407526472666549,0.1173535072170573,0.0141746600583772
0,0,0,0,0,7,13,3,9,7,1,4,3,5,2,0.0492492557039774,0.124031078017692,0.239704051898442,0.4072925900081202,0.1797230243717681
0,1,0,0,1,12,13,9,12,2,1,4,3,1,2,0.2140782288776888,0.5605771740462829,0.0591062564562658,0.1497245269034771,0.0165138137162853
0,1,0,0,1,13,10,11,12,10,1,4,4,1,2,0.2161810619525813,0.5295366050438741,0.0638656188444452,0.1566483885759142,0.0337683255831851
1,0,1,0,0,5,9,3,11,4,4,5,2,0,1,0.1928583059764688,0.5659632841591038,0.0718832099412817,0.1445484721327323,0.0247467277904133
1,0,1,0,0,10,9,10,10,8,3,3,2,3,3,0.1611981664826283,0.6064267604267791,0.043180890061869,0.1522804930405307,0.0369136899881926
0,0,0,0,0,4,6,7,10,3,4,5,3,5,1,0.0697261890823059,0.0967225734950528,0.2898481892100567,0.3205675084170433,0.223135539795541
0,0,0,1,0,5,11,4,6,12,4,5,3,0,1,0.2079153138168398,0.5761473251794512,0.0562812717863458,0.1390216104690665,0.0206344787482964
0,1,0,0,0,12,8,6,13,13,1,4,4,1,2,0.2407178794260822,0.5492183181260573,0.0628156930682698,0.126960836971235,0.0202872724083553
0,0,0,1,0,9,2,5,4,9,1,4,3,1,2,0.2077094140606653,0.5830397114435263,0.0577159627814913,0.126511884499702,0.0250230272146149
0,0,0,0,0,10,11,13,3,10,1,4,2,5,2,0.0642164567947814,0.1126072567156655,0.2693189619944438,0.350430891160388,0.2034264333347213
1,0,0,0,1,12,4,5,11,7,4,5,3,0,1,0.1903948969700108,0.6207913511253939,0.0692632406645065,0.1048415582393518,0.014708953000737
0,0,1,0,0,2,12,12,9,13,1,4,4,1,2,0.2022709966205837,0.5869488202175885,0.0652776399718935,0.1283519366171089,0.0171506065728251
0,0,1,1,1,13,6,8,5,7,4,5,3,0,1,0.1792769019147088,0.623721772282953,0.0774995035068965,0.1027352469583041,0.0167665753371375
1,0,0,0,1,3,7,10,5,5,1,4,3,1,2,0.1981765607020409,0.5920187392242556,0.0748649386679988,0.1160105618938783,0.0189291995118263
0,0,0,0,0,6,2,4,2,4,2,3,3,5,2,0.0411384756442938,0.0769927557942891,0.3256435455476945,0.3716615623173088,0.1845636606964137
0,0,0,0,0,4,8,11,7,3,4,5,2,5,1,0.0615846886018886,0.1055525659182258,0.3219269128882598,0.3425672075645717,0.1683686250270538
0,1,0,0,0,2,2,9,6,9,2,3,3,2,2,0.2245003852549633,0.563538548366922,0.0725771987107042,0.122603209173386,0.0167806584940243
1,1,0,0,1,4,11,9,12,10,4,5,3,0,1,0.2324655812636507,0.5956775362526862,0.0418980961712639,0.1075927357580581,0.0223660505543411
0,0,1,0,0,2,9,13,12,6,4,5,4,0,1,0.2211216046829391,0.5559762067841869,0.0498657827012992,0.1410055264697629,0.0320308793618117
0,1,0,0,0,9,12,7,9,11,1,4,4,1,2,0.2282759277250203,0.5497859986110545,0.0755302634035237,0.1358429010289134,0.0105649092314879
0,0,0,1,0,3,6,6,3,5,2,3,3,2,2,0.1689423771898206,0.582515500820885,0.069655378152513,0.1504694045094183,0.0284173393273629
1,0,0,0,0,2,12,12,11,4,1,4,3,1,2,0.2139036340941745,0.5935864276847276,0.0550108849013639,0.1204813461504402,0.0170177071692935
1,0,0,0,0,9,7,2,3,2,1,4,3,1,2,0.2139188771390898,0.6095837639827307,0.0699639213549054,0.0831206010505412,0.0234128364727328
0,0,1,0,0,4,11,3,12,5,0,5,3,0,1,0.2146379739851076,0.5743957411402673,0.0725905689607463,0.1037435012707331,0.0346322146431457
0,0,0,1,0,12,9,9,8,3,1,4,4,1,2,0.1776744046704573,0.6064597650338495,0.0423266880376307,0.1434634777804542,0.0300756644776081
0,0,0,0,1,2,5,9,11,12,4,5,3,0,1,0.218026514584602,0.6090060256712352,0.0648889853954785,0.0886572118372749,0.0194212625114093
0,0,0,1,1,2,5,6,7,7,1,4,3,1,2,0.1831794494363847,0.5852206735979101,0.0539588443209805,0.137344636035382,0.0402963966093425
1,0,0,0,0,8,13,12,10,10,1,4,3,1,2,0.1675833234637296,0.6124191868855876,0.0497889308582537,0.1579155787220176,0.0122929800704113
0,1,0,0,0,9,6,13,7,7,1,4,4,1,2,0.1894956186819537,0.5954429280831374,0.0858111118450879,0.1185110688822275,0.0107392725075933
0,0,0,1,0,9,13,8,6,5,0,5,4,0,1,0.1925866905756592,0.5892007943283147,0.0593708785321299,0.1256188586953258,0.0332227778685701
1,1,1,0,1,11,2,7,3,3,1,4,2,1,2,0.2083770264767525,0.5623564790903862,0.0814907459769604,0.1185402766155634,0.0292354718403373
0,0,0,1,0,10,5,8,9,13,0,5,4,0,1,0.233768089754693,0.5488469242711966,0.0562036469999384,0.1369364629076714,0.0242448760665004
0,1,0,0,0,10,7,6,3,5,0,5,3,0,1,0.2391570031645762,0.5854476481369334,0.0734696173776955,0.0828608041054253,0.0190649272153696
0,0,0,0,1,5,4,6,10,9,0,5,3,0,1,0.2313117510610179,0.5579735915264085,0.0608139084162187,0.1370962402678626,0.0128045087284923
0,1,1,0,0,9,4,11,12,7,4,5,4,0,1,0.2298277989016912,0.5565195836250294,0.0677768761452404,0.1233231633155858,0.0225525780124531
0,1,0,0,1,5,3,2,9,6,4,5,4,0,1,0.2006190172475718,0.5446515112922038,0.0669623954492295,0.1637152185387774,0.0240518574722175
1,0,0,0,0,11,6,13,5,5,1,4,3,1,2,0.206765031763617,0.6037751381327561,0.0673548901999637,0.0880540018805734,0.0340509380230896
0,0,0,0,1,12,8,6,11,3,0,5,4,0,1,0.1912514065265582,0.6132762219554994,0.0642437125608251,0.0952409324659056,0.0359877264912117
1,0,0,1,0,10,9,3,12,2,4,5,4,0,1,0.1970786722258563,0.6496619853410377,0.0468931640017359,0.0862910690357019,0.0200751093956681
0,0,0,0,0,7,6,11,5,11,1,4,2,5,2,0.0564243654281016,0.1348143628272756,0.3260188497544216,0.3973872372186218,0.0853551847715793
1,0,0,0,1,13,3,3,8,11,1,4,4,1,2,0.2284339454527301,0.5714369344585162,0.0628573222342237,0.1057332127687117,0.0315385850858182
0,0,0,0,0,13,10,4,4,12,1,4,2,5,2,0.0660930712686598,0.0842070517405295,0.3246342242366298,0.3910082952799354,0.1340573574742453
0,0,0,1,0,2,10,4,11,9,0,5,3,0,1,0.2003506350710854,0.5497168419053082,0.0676167942272497,0.1529113224368694,0.0294044063594871
1,0,1,1,0,3,12,6,6,5,1,4,3,1,2,0.1985473522093211,0.6002329521799684,0.0604038477728918,0.1129372133177505,0.027878634520068
0,0,0,1,1,7,9,12,13,11,4,5,3,0,1,0.2143643311777575,0.6025437569640704,0.0554784589668794,0.1082020310584495,0.0194114218328431
0,0,1,0,0,12,10,12,10,9,2,3,4,2,2,0.2031525490037292,0.5854150606670959,0.0508170330212887,0.1240462171465954,0.0365691401612906
1,0,1,1,0,2,7,12,12,8,1,4,2,1,2,0.2141175710491571,0.5652297605813938,0.0466530726730181,0.164301537355098,0.0096980583413328
0,0,0,0,0,8,9,3,12,12,1,4,3,5,2,0.0771295994916259,0.1322961794639057,0.244047150431268,0.4026549880524757,0.1438720825607245
0,0,0,0,0,5,5,4,10,11,1,4,3,5,2,0.0411890130491696,0.0706333436834437,0.3253428484266836,0.370492808911987,0.1923419859287159
0,0,0,0,1,3,6,13,8,3,1,4,3,1,2,0.2079097226817313,0.5834959957121267,0.0574482323186106,0.1063441290527775,0.0448019202347537
1,0,1,1,0,5,5,7,8,7,2,3,3,2,2,0.2250915593657532,0.5335295171773018,0.0647533247326832,0.1380727635296634,0.0385528351945982
0,1,0,1,0,3,11,9,8,10,0,5,4,0,1,0.2143048247866176,0.5782825586883076,0.0643068923532923,0.1286926138391308,0.0144131103326516
1,1,1,1,1,12,2,10,12,9,1,4,1,5,2,0.0637155026209714,0.1166296873910447,0.2855656301390992,0.4211486808931776,0.1129404989557069
0,1,1,1,1,10,10,4,7,4,2,3,2,2,2,0.2083484014116114,0.5716950482548093,0.0893744527237917,0.1159207818508277,0.0146613157589596
1,1,0,0,0,10,11,9,7,6,0,5,4,0,1,0.2406624566276082,0.577114833680569,0.0497401251033523,0.1099539949504722,0.0225285896379981
1,0,1,0,1,2,9,4,3,2,1,4,2,1,2,0.2246990497960055,0.561114676948234,0.0439252866894642,0.1574274089123827,0.0128335776539134
0,0,0,1,0,4,12,5,13,3,0,5,3,0,1,0.1766359651919618,0.6236015864289054,0.0445445607285968,0.1314881664691864,0.0237297211813495
1,0,0,0,0,13,6,2,12,10,4,5,4,0,1,0.2124393420660108,0.5645041874676882,0.085598108217705,0.1276888538914129,0.009769508357183
0,0,0,0,0,6,3,7,11,11,1,4,3,5,2,0.0431539396645745,0.1266310903089041,0.306015582892978,0.383427238102202,0.1407721490313414
0,1,1,0,1,5,9,10,7,8,0,5,3,0,1,0.1847268003835609,0.6037917174383107,0.0568817906276528,0.1335146286505286,0.0210850628999467
0,1,1,0,0,3,6,5,8,10,4,5,3,0,1,0.2040210866529365,0.5857225066024773,0.056260502900953,0.1169029404692381,0.037092963374395
0,1,0,1,1,3,3,9,8,3,3,3,3,3,3,0.2135043826283078,0.5673967421388459,0.070150428328607,0.1064566805773911,0.0424917663268481
1,1,0,0,0,7,7,3,5,8,1,4,3,1,2,0.1763784233791858,0.6016607676084732,0.0638616121900694,0.1430063297047319,0.0150928671175396
0,0,0,1,1,2,8,11,2,12,1,4,4,1,2,0.2332884940864412,0.5780077052154526,0.0479048993058948,0.1297312570806708,0.0110676443115403
1,0,0,1,0,13,10,6,13,7,1,4,3,1,2,0.2054345582629323,0.6093238191205071,0.0533200205113324,0.1197221401515634,0.0121994619536646
1,0,1,1,0,7,6,3,8,6,1,4,3,1,2,0.2117596828192145,0.5727650200379543,0.0404469282715602,0.1533093751714201,0.0217189936998507
0,0,1,0,0,3,9,12,2,9,1,4,4,1,2,0.2067255953281028,0.5803388728970936,0.0549003171446754,0.1318572808358487,0.0261779337942794
1,1,1,0,1,10,7,9,11,12,0,5,2,0,1,0.1994331436622577,0.5885450420151995,0.063584723688627,0.1273208450789014,0.0211162455550142
0,0,0,1,0,13,3,11,5,8,4,5,2,0,1,0.184247496394909,0.6160426342334905,0.0434496703651196,0.1214133746588181,0.0348468243476626
0,0,0,0,0,6,6,12,6,11,3,3,2,5,3,0.0501739745361776,0.087537754087153,0.3457942351279885,0.3957141935132429,0.1207798427354377
0,0,0,1,1,13,10,3,6,10,1,4,2,1,2,0.2192580380132745,0.5908884996771394,0.050382665540771,0.1237471242483591,0.0157236725204557
0,1,0,0,1,10,10,7,9,5,1,4,4,1,2,0.2150999433693591,0.5877361748447089,0.061646803192055,0.1179732584674461,0.0175438201264308
1,0,0,1,0,6,11,10,5,7,4,5,3,0,1,0.1955913228387784,0.5798248559720423,0.065441018874456,0.1315952280073253,0.027547574307398
0,1,0,0,1,11,9,11,2,13,1,4,2,1,2,0.2213455675966568,0.5753982939902037,0.0563550950949465,0.1388355592856991,0.0080654840324938
0,0,0,1,0,11,11,8,8,7,3,3,3,2,2,0.2401783585615202,0.5011682284150833,0.0662618569164164,0.1585665930880171,0.0338249630189626
0,0,0,1,0,3,11,10,13,13,1,4,3,1,2,0.1718080266274912,0.6014898150965603,0.0539965923216317,0.1434245271710446,0.0292810387832719
0,0,0,0,0,11,12,11,4,4,3,3,2,5,2,0.0554330465333631,0.08621620587586,0.3370252579024181,0.3476968713168748,0.1736286183714837
0,0,1,0,1,7,3,3,3,11,3,3,3,3,3,0.2085116148571864,0.5851501991703542,0.0518508995022761,0.1298295381846474,0.0246577482855358
0,0,1,0,1,2,4,8,5,8,1,4,3,1,2,0.1991001016340993,0.5878400083561596,0.0467999976008991,0.1319125566614384,0.0343473357474034
0,0,0,0,0,7,4,4,12,7,3,3,3,5,2,0.0378634847699362,0.1257984792390936,0.3543350058308618,0.3960821272349398,0.0859209029251684
1,1,0,0,1,13,7,2,12,4,0,5,2,0,1,0.1799625287457242,0.611161250344592,0.0453975951737939,0.1554439864714723,0.0080346392644174
0,0,0,0,0,8,6,11,8,11,2,3,3,5,2,0.044619483317463,0.1292021270168215,0.313614719838956,0.326462459543145,0.1861012102836143
0,1,0,1,0,10,2,4,13,10,1,4,4,1,2,0.2301301987526001,0.5837473425466552,0.0708139888082476,0.0853669557260674,0.0299415141664296
0,1,0,0,0,12,6,13,3,6,1,4,4,1,2,0.2222166882484863,0.5770869821337351,0.0664980105973001,0.1234774200994385,0.0107208989210398
0,0,0,1,0,4,8,11,12,11,1,4,3,1,2,0.1956158482852355,0.5956787835073033,0.0521784446631298,0.1267746733517759,0.0297522501925555
0,0,1,0,0,5,4,8,6,8,1,4,3,1,2,0.1796496438625448,0.5879373624644195,0.0703331905331614,0.1349775235544676,0.0271022795854065
0,0,0,1,0,12,7,5,12,3,1,4,3,1,2,0.214921839315392,0.6015350849274357,0.0645688540703853,0.1073116920024898,0.011662529684297
0,0,0,1,0,2,13,6,11,9,0,5,4,0,1,0.1813532005457549,0.6151476841351836,0.07104090235187,0.116611546236073,0.0158466667311182
0,1,0,0,0,9,9,3,12,10,1,4,4,1,2,0.1826662010834994,0.597677524481385,0.0555109853169929,0.1391574997156253,0.0249877894024973
0,0,0,0,1,11,7,11,8,4,1,4,3,1,2,0.1993554450675067,0.6153874410337389,0.0480940068628525,0.108665502374518,0.0284976046613838
0,0,0,1,0,4,8,5,5,12,1,4,4,1,2,0.2302151763687495,0.5764280006124836,0.0568056511612902,0.1170917828898712,0.0194593889676055
0,0,0,0,0,3,8,9,10,12,0,5,2,5,1,0.0673071377916219,0.1330561022442911,0.2547297744342313,0.4173094346413295,0.127597550888526
0,0,0,1,1,11,3,7,2,6,4,5,4,0,1,0.1922824801248545,0.6167655163246448,0.0563997342308298,0.1105309806899228,0.024021288629748
1,0,0,0,0,5,10,13,10,13,2,3,4,2,2,0.2166168437259169,0.574417685222031,0.065238506728635,0.1214018725840824,0.0223250917393345
1,0,0,0,0,5,3,7,10,4,4,5,3,0,1,0.2534531004743405,0.5902963936939507,0.0544335689911985,0.0892161679005506,0.0126007689399595
0,0,0,0,0,2,11,10,12,5,4,5,2,5,1,0.0569008172442406,0.0991773632032084,0.2718272149352934,0.4491600068910922,0.1229345977261652
0,0,0,0,0,7,8,3,3,6,1,4,3,5,2,0.0736956605911999,0.0961643510651205,0.2959655728905306,0.4396191340291244,0.0945552814240244
0,0,0,1,0,9,12,6,6,7,1,4,4,1,2,0.2371005678192522,0.5272732954724031,0.0645216858659141,0.1494098861535986,0.0216945646888318
0,0,0,0,0,7,10,9,2,2,1,4,3,5,2,0.0693659040534691,0.1393241904358518,0.3415665010400431,0.2927043013502646,0.1570391031203714
1,0,0,1,1,13,12,10,7,6,0,5,2,0,1,0.1718461705941268,0.5604479927414033,0.0819365382807011,0.149666889377364,0.0361024090064047
0,0,1,0,0,4,4,11,4,2,3,3,4,3,3,0.2383474028293845,0.5399400981084084,0.0781075912551402,0.1052537479717119,0.0383511598353548
0,1,0,0,1,3,9,5,6,13,0,5,4,0,1,0.2078508181381314,0.5482424156769949,0.0726446990983899,0.1508802688732593,0.0203817982132242
